"0=rho", "1=P", "2=SoundSpeed","3=Cp", "4=Entropy", "5=Mu", "6=Kt", "7=dpdrho_e", "8=dpde_rho", "9=dTdrho_e", "10=dTde_rho", "11=T", "12=InternalEnergy", "13=Enthalpy" 
 0.7066602406652716E+02      0.9459406504428678E+06      0.9465789499897606E+02      0.2272506606625919E+04      0.7604296521270487E+03      0.1203131037225599E-04      0.1744513253955044E-05      0.8595735144987064E+04      0.1923597789855110E+01      0.2143670859994445E+00      0.4860640046161790E-03      0.5564999747300000E+03      0.3675800269830389E+06      0.3809661013085497E+06
      0.7066602406652716E+02      0.8384124803184421E+06      0.7368852564153963E+02     -0.8888799999999999E+04      0.6611042189601271E+03      0.1143924918078746E-04     -0.8888799999999999E+04      0.4792029725090910E+04      0.3799821662265687E+01      0.4032902938867968E+00      0.2822157514519052E-03      0.5299999998989423E+03      0.3136277330037133E+06      0.3254921684434249E+06
      0.2915595290162064E+01      0.5618656079451604E+05      0.1390674524884055E+03      0.2052425227793108E+04      0.8924557566428998E+03      0.1122506426862940E-04      0.1806908558409733E-04      0.1899538054155836E+05      0.5210203131908675E-01      0.3410871235382628E+01      0.4964174837371599E-03      0.5564999747300000E+03      0.3850299356431894E+06      0.4043009781586248E+06
      0.2915595290162064E+01      0.3958069120170456E+05      0.1158630671598224E+03      0.1688728132057694E+04      0.2885733523369221E+03      0.7997654778181846E-05      0.2620005038124429E-04      0.1311887477941853E+05      0.6558512812817187E-01      0.3086106310845236E+01      0.6072390195399352E-03      0.4000000000000000E+03      0.9723427180968769E+05      0.1108097811868840E+06
      0.3644856702028650E+01      0.4903440674581463E+05      0.1062192197188934E+03     -0.8888799999999999E+04      0.2802146272510300E+03      0.7982743729532576E-05     -0.8888799999999999E+04      0.1036012089421301E+05      0.2499079702657170E+00      0.7524526590147977E+01      0.1666683265560168E-03      0.4000000000000000E+03      0.9690839468493669E+05      0.1103614357108123E+06
      0.7066602406652716E+02      0.9397636691244594E+06      0.9404169157250631E+02      0.2273641556980109E+04      0.7546623460886220E+03      0.1199669889746308E-04      0.1770564572818276E-05      0.8480443505386502E+04      0.1931003682918080E+01      0.2145896243664084E+00      0.4866775278923167E-03      0.5549411520367025E+03      0.3643750175786108E+06      0.3776736809962631E+06
      0.7066602406652716E+02      0.9335705683880667E+06      0.9341905503539134E+02      0.2274934575282603E+04      0.7488861083857303E+03      0.1196205914391152E-04      0.1797527831014261E-05      0.8364710277332400E+04      0.1938535753058813E+01      0.2148215222008496E+00      0.4872909085884158E-03      0.5533823309084049E+03      0.3611740487995885E+06      0.3743850732023366E+06
      0.7066602406652716E+02      0.9273609638177084E+06      0.9278978879996920E+02      0.2276395424229908E+04      0.7431008561161309E+03      0.1192739129251599E-04      0.1825454707212352E-05      0.8248522943065480E+04      0.1946198093890926E+01      0.2150631124899043E+00      0.4879040097022626E-03      0.5518235082151075E+03      0.3579771026799827E+06      0.3711002545208823E+06
      0.7066602406652716E+02      0.9211344821645062E+06      0.9215368938365096E+02      0.2278034640007523E+04      0.7373065273872440E+03      0.1189269566901304E-04      0.1854400830277853E-05      0.8131868956049115E+04      0.1953994945990331E+01      0.2153147417335589E+00      0.4885166836684151E-03      0.5502646870868099E+03      0.3547841732187507E+06      0.3678192136689864E+06
      0.7066602406652716E+02      0.9148907108328344E+06      0.9151054075485732E+02      0.2279863622517372E+04      0.7315030347430402E+03      0.1185797246559281E-04      0.1884426413588877E-05      0.8014734784977107E+04      0.1961930767253247E+01      0.2155767725762033E+00      0.4891287768358655E-03      0.5487058643935125E+03      0.3515952406575713E+06      0.3645419250496567E+06
      0.7066602406652716E+02      0.9086292409244454E+06      0.9086011813988738E+02      0.2281894712407402E+04      0.7256903057490662E+03      0.1182322198474344E-04      0.1915596514585953E-05      0.7897106708571811E+04      0.1970010187694505E+01      0.2158495827867839E+00      0.4897401246906321E-03      0.5471470417002150E+03      0.3484102938823859E+06      0.3612683717624862E+06
      0.7066602406652716E+02      0.9023496478579667E+06      0.9020218544165489E+02      0.2284141294275427E+04      0.7198682654627519E+03      0.1178844453495641E-04      0.1947981635337657E-05      0.7778970441468261E+04      0.1978238042021403E+01      0.2161335667268874E+00      0.4903505532076508E-03      0.5455882205719174E+03      0.3452293207384397E+06      0.3579985356444385E+06
      0.7066602406652716E+02      0.8960514716312225E+06      0.8953649246992808E+02      0.2286617916269926E+04      0.7140368187301499E+03      0.1175364032594538E-04      0.1981658410694484E-05      0.7660310749964249E+04      0.1986619405312376E+01      0.2164291370508870E+00      0.4909598801615658E-03      0.5440293978786200E+03      0.3420522984146812E+06      0.3547323873749381E+06
      0.7066602406652716E+02      0.8897342602158062E+06      0.8886277876677394E+02      0.2289340400328662E+04      0.7081958909921891E+03      0.1171880971319058E-04      0.2016710040001853E-05      0.7541112256104735E+04      0.1995159545589458E+01      0.2167367235159303E+00      0.4915679102861652E-03      0.5424705767503224E+03      0.3388792157332131E+06      0.3514699093794013E+06
      0.7066602406652716E+02      0.8833975181445914E+06      0.8818076737173314E+02      0.2292326005751497E+04      0.7023453813071987E+03      0.1168395291849748E-04      0.2053227309835595E-05      0.7421358455779914E+04      0.2003864002505209E+01      0.2170567762336201E+00      0.4921744395832205E-03      0.5409117540570248E+03      0.3357100475736154E+06      0.3482110695260169E+06
      0.7066602406652716E+02      0.8770407563827763E+06      0.8749016927106670E+02      0.2295593570581530E+04      0.6964852091154012E+03      0.1164907030982114E-04      0.2091309167538360E-05      0.7301032645995143E+04      0.2012738530661586E+01      0.2173897641157912E+00      0.4927792498233626E-03      0.5393529329287272E+03      0.3325447802964548E+06      0.3449558472549850E+06
      0.7066602406652716E+02      0.8706634405149638E+06      0.8679067687135931E+02      0.2299163721960491E+04      0.6906152670920549E+03      0.1161416212139732E-04      0.2131063991135637E-05      0.7180116931341299E+04      0.2021789182106402E+01      0.2177361784101419E+00      0.4933821127658082E-03      0.5377941102354298E+03      0.3293833862241605E+06      0.3417042073261839E+06
      0.7066602406652716E+02      0.8642650344038057E+06      0.8608196769079082E+02      0.2303059066977204E+04      0.6847354621412525E+03      0.1157922869890619E-04      0.2172610442768400E-05      0.7058593035042441E+04      0.2031022257601097E+01      0.2180965314018346E+00      0.4939827852169225E-03      0.5362352875421325E+03      0.3262258458267665E+06      0.3384561226227295E+06
      0.7066602406652716E+02      0.8578449801224677E+06      0.8536370107668611E+02      0.2307304445585926E+04      0.6788456976150984E+03      0.1154427039461462E-04      0.2216078857763334E-05      0.6936441904569519E+04      0.2040444346420680E+01      0.2184713584114327E+00      0.4945810101370823E-03      0.5346764664138348E+03      0.3230721380985685E+06      0.3352115642436544E+06
      0.7066602406652716E+02      0.8514026774508220E+06      0.8463551464128135E+02      0.2311927226410348E+04      0.6729458553447263E+03      0.1150928746204789E-04      0.2261612860728100E-05      0.6813643304600479E+04      0.2050062370170985E+01      0.2188612200955991E+00      0.4951765176678908E-03      0.5331176437205374E+03      0.3199222310004748E+06      0.3319704916561088E+06
      0.7066602406652716E+02      0.8449375279197720E+06      0.8389702784702415E+02      0.2316957601195206E+04      0.6670358368616600E+03      0.1147428030182983E-04      0.2309370761774151E-05      0.6690176638980427E+04      0.2059883531446755E+01      0.2192667009366232E+00      0.4957690201281696E-03      0.5315588225922397E+03      0.3167761035332883E+06      0.3287328753919161E+06
      0.3010038669894439E+01      0.5797838279149288E+05      0.1390023726282589E+03      0.2052575272794401E+04      0.8913077384615171E+03      0.1122514482630280E-04      0.1751934600648612E-04      0.1897719763628873E+05      0.5382937298813616E-01      0.3306285253297536E+01      0.4964040303093969E-03      0.5564999747300000E+03      0.3850052548488682E+06      0.4042669285846166E+06
      0.3107541305486284E+01      0.5982640055412248E+05      0.1389351917715799E+03      0.2052730414957632E+04      0.8901588295256910E+03      0.1122523107752647E-04      0.1698688022686085E-04      0.1895843676790725E+05      0.5561528134387499E-01      0.3204981060901793E+01      0.4963901408828521E-03      0.5564999747300000E+03      0.3849797749259180E+06      0.4042317798625862E+06
      0.3208202293840317E+01      0.6173231396253335E+05      0.1388658423311819E+03      0.2052890835613285E+04      0.8890090008241880E+03      0.1122532340937323E-04      0.1647114712490752E-04      0.1893907993822291E+05      0.5746182604705618E-01      0.3106855695694224E+01      0.4963758013064809E-03      0.5564999747300000E+03      0.3849534700147763E+06      0.4041954966416690E+06
      0.3312123941854296E+01      0.6369787013889060E+05      0.1387942545617394E+03      0.2053056723098129E+04      0.8878582223963417E+03      0.1122542223475725E-04      0.1597162259011632E-04      0.1891910861345005E+05      0.5937115520069290E-01      0.3011809425855483E+01      0.4963609969675957E-03      0.5564999747300000E+03      0.3849263134203085E+06      0.4041580424428732E+06
      0.3419411870400731E+01      0.6572486447356043E+05      0.1387203564919752E+03      0.2053228273063436E+04      0.8867064633007285E+03      0.1122552799414334E-04      0.1548779898934617E-04      0.1889850370996205E+05      0.6134549864511693E-01      0.2919745648877619E+01      0.4963457127765567E-03      0.5564999747300000E+03      0.3848982775849138E+06      0.4041193796236857E+06
      0.3530175121674775E+01      0.6781514165240532E+05      0.1386440738547951E+03      0.2053405688799229E+04      0.8855536915827969E+03      0.1122564115736873E-04      0.1501918465115329E-04      0.1887724557978654E+05      0.6338717140969094E-01      0.2830570793373605E+01      0.4963299331509301E-03      0.5564999747300000E+03      0.3848693340607756E+06      0.4040794693416091E+06
      0.3644526270019366E+01      0.6997059668323984E+05      0.1385653300153126E+03      0.2053589181575559E+04      0.8843998742414182E+03      0.1122576222558461E-04      0.1456530336636129E-04      0.1885531399584682E+05      0.6549857732955043E-01      0.2744194223967038E+01      0.4963136419990925E-03      0.5564999747300000E+03      0.3848394534812304E+06      0.4040382715166037E+06
      0.3762581536340271E+01      0.7219317591929322E+05      0.1384840458967086E+03      0.2053778971001877E+04      0.8832449771943164E+03      0.1122589173332550E-04      0.1412569390436639E-04      0.1883268813695550E+05      0.6768221283624100E-01      0.2660528149165273E+01      0.4962968227032584E-03      0.5564999747300000E+03      0.3848086055312243E+06      0.4039957447924010E+06
      0.3884460782398283E+01      0.7448487575044553E+05      0.1384001399891085E+03      0.2053975285205990E+04      0.8820889663988986E+03      0.1122603025057130E-04      0.1369990996369353E-04      0.1880934659627366E+05      0.6994066863493854E-01      0.2579487611875758E+01      0.4962794581195500E-03      0.5564999747300000E+03      0.3847767589491909E+06      0.4039518465412604E+06
      0.4010288124061728E+01      0.7684775284873824E+05      0.1383135279327127E+03      0.2054178362024839E+04      0.8809318031903049E+03      0.1122617838566062E-04      0.1328751802911332E-04      0.1878526727175590E+05      0.7227664297947081E-01      0.2500990081451643E+01      0.4962615304898032E-03      0.5564999747300000E+03      0.3847438813672294E+06      0.4039065326459871E+06
      0.4140191326133349E+01      0.7928391142111602E+05      0.1382241229400999E+03      0.2054388448247842E+04      0.8797734511790902E+03      0.1122633678696536E-04      0.1288809948626262E-04      0.1876042749046061E+05      0.7469293249683572E-01      0.2424955856072015E+01      0.4962430215268796E-03      0.5564999747300000E+03      0.3847099394696892E+06      0.4038597577210022E+06
      0.4274302415864518E+01      0.8179551329028272E+05      0.1381318353799339E+03      0.2054605800839353E+04      0.8786138715890330E+03      0.1122650614610451E-04      0.1250124847974083E-04      0.1873480390001295E+05      0.7719244572863004E-01      0.2351307654959778E+01      0.4962239123262509E-03      0.5564999747300000E+03      0.3846748988333558E+06      0.4038114748946776E+06
      0.4412757697197498E+01      0.8438477660671181E+05      0.1380365727736790E+03      0.2054830687214397E+04      0.8774530243718086E+03      0.1122668720065499E-04      0.1212657193365644E-04      0.1870837247547087E+05      0.7977820572290804E-01      0.2279970622161530E+01      0.4962041833628586E-03      0.5564999747300000E+03      0.3846387239242683E+06      0.4037616358077609E+06
      0.4555697889298100E+01      0.8705397679681469E+05      0.1379382397072083E+03      0.2055063385733735E+04      0.8762908681648855E+03      0.1122688073718329E-04      0.1176368915258091E-04      0.1868110850302668E+05      0.8245335508575223E-01      0.2210872250453911E+01      0.4961838144701482E-03      0.5564999747300000E+03      0.3846013780621071E+06      0.4037101905672812E+06
      0.4703268269575754E+01      0.8980544748666637E+05      0.1378367377398195E+03      0.2055304186227038E+04      0.8751273602480130E+03      0.1122708759447625E-04      0.1141223143511893E-04      0.1865298656353964E+05      0.8522116128524639E-01      0.2143942307636225E+01      0.4961627848183341E-03      0.5564999747300000E+03      0.3845628233834607E+06      0.4036570876991058E+06
      0.4855618821336346E+01      0.9264158139712147E+05      0.1377319653105957E+03      0.2055553390546063E+04      0.8739624564982547E+03      0.1122730866698391E-04      0.1107184169970461E-04      0.1862398051591790E+05      0.8808502222187627E-01      0.2079112765134384E+01      0.4961410728918638E-03      0.5564999747300000E+03      0.3845230208039378E+06      0.4036022740991183E+06
      0.5012904386217897E+01      0.9556483120581908E+05      0.1376238176420478E+03      0.2055811313149853E+04      0.8727961113435186E+03      0.1122754490848840E-04      0.1074217412224619E-04      0.1859406348036982E+05      0.9104847208021660E-01      0.2016317728843531E+01      0.4961186564660425E-03      0.5564999747300000E+03      0.3844819299790919E+06      0.4035456949829803E+06
      0.5175284821564031E+01      0.9857771037122433E+05      0.1375121866409721E+03      0.2056078281724190E+04      0.8716282777145362E+03      0.1122779733601376E-04      0.1042289378525383E-04      0.1856320782154716E+05      0.9411518747765051E-01      0.1955493372139011E+01      0.4960955125827818E-03      0.5564999747300000E+03      0.3844395092641210E+06      0.4034872938344459E+06
      0.5342925162895149E+01      0.1016827939134766E+06      0.1373969607964610E+03      0.2056354637837657E+04      0.8704589069952360E+03      0.1122806703399215E-04      0.1011367633809725E-04      0.1853138513160552E+05      0.9728899392680704E-01      0.1896577870987537E+01      0.4960716175254325E-03      0.5564999747300000E+03      0.3843957156723095E+06      0.4034270123521938E+06
      0.5515995791642431E+01      0.1048827191464180E+06      0.1372780250750025E+03      0.2056640737636896E+04      0.8692879489714604E+03      0.1122835515870367E-04      0.9814207668051268E-05      0.1849856621320943E+05      0.1005738726294002E+00      0.1839511341092554E+01      0.4960469467926565E-03      0.5564999747300000E+03      0.3843505048321733E+06      0.4033647903951411E+06
      0.5694672608315197E+01      0.1081801863547512E+06      0.1371552608126031E+03      0.2056936952583812E+04      0.8681153517779708E+03      0.1122866294300729E-04      0.9524183581798776E-05      0.1846472106251300E+05      0.1039739676202126E+00      0.1784235777009819E+01      0.4960214750712946E-03      0.5564999747300000E+03      0.3843038309432720E+06      0.4033005659262085E+06
      0.5879137211277552E+01      0.1115779594098259E+06      0.1370285456038726E+03      0.2057243670237743E+04      0.8669410618436863E+03      0.1122899170138224E-04      0.9243309497071524E-05      0.1842981885214974E+05      0.1074935932810877E+00      0.1730694993171284E+01      0.4959951762081805E-03      0.5564999747300000E+03      0.3842556467306508E+06      0.4032342749544986E+06
      0.6069577081316085E+01      0.1150788663170795E+06      0.1368977531880071E+03      0.2057561295085837E+04      0.8657650238350944E+03      0.1122934283530000E-04      0.8971300144119739E-05      0.1839382791426906E+05      0.1111372422459865E+00      0.1678834566757223E+01      0.4959680231808485E-03      0.5564999747300000E+03      0.3842059033978707E+06      0.4031658514758555E+06
      0.6266185772186135E+01      0.1186857996876488E+06      0.1367627533316096E+03      0.2057890249425142E+04      0.8645871805977807E+03      0.1122971783894858E-04      0.8707879276712023E-05      0.1835671572366012E+05      0.1149095937194276E+00      0.1628601782358515E+01      0.4959399880670824E-03      0.5564999747300000E+03      0.3841545505785900E+06      0.4030952274117701E+06
      0.6469162901106067E+01      0.1224017133548299E+06      0.1366234118498425E+03      0.2058230973953470E+04      0.8634074742766361E+03      0.1123011830491852E-04      0.8452779643396629E-05      0.1831844891986238E+05      0.1188155182576837E+00      0.1579945626255931E+01      0.4959110420426553E-03      0.5564999747300000E+03      0.3841015363405175E+06      0.4030223326206517E+06
      0.6678715170065103E+01      0.1262296376411263E+06      0.1364795899210774E+03      0.2058583930141222E+04      0.8622258415328765E+03      0.1123054593232940E-04      0.8205741704692673E-05      0.1827899313639152E+05      0.1228601027422585E+00      0.1532816541459626E+01      0.4958811552316902E-03      0.5564999747300000E+03      0.3840468069202686E+06      0.4029470945394958E+06
      0.6895055357970871E+01      0.1301726572616251E+06      0.1363311447956948E+03      0.2058949599249187E+04      0.8610422205575048E+03      0.1123100253135535E-04      0.7966514901158631E-05      0.1823831321395539E+05      0.1270486366588577E+00      0.1487166669265982E+01      0.4958502968459861E-03      0.5564999747300000E+03      0.3839903069883505E+06      0.4028694385548784E+06
      0.7118403342393083E+01      0.1342339261571343E+06      0.1361779291128240E+03      0.2059328484809533E+04      0.8598565462879048E+03      0.1123149003217933E-04      0.7734856371340653E-05      0.1819637303255081E+05      0.1313866378044919E+00      0.1442949604397097E+01      0.4958184350344595E-03      0.5564999747300000E+03      0.3839319793842052E+06      0.4027892876456962E+06
      0.7348986123282555E+01      0.1384166637938002E+06      0.1360197909036377E+03      0.2059721113495744E+04      0.8586687515177297E+03      0.1123201049246909E-04      0.7510530965499245E-05      0.1815313553347013E+05      0.1358798592191789E+00      0.1400120397237907E+01      0.4957855368744115E-03      0.5564999747300000E+03      0.3838717651120973E+06      0.4027065623850542E+06
      0.7587038053682865E+01      0.1427241549904870E+06      0.1358565734540173E+03      0.2060128036407369E+04      0.8574787668257825E+03      0.1123256610575616E-04      0.7293311008068809E-05      0.1810856270405196E+05      0.1405343005342419E+00      0.1358635508115983E+01      0.4957515683327289E-03      0.5564999747300000E+03      0.3838096032831268E+06      0.4026211808685597E+06
      0.7832801077915255E+01      0.1471597496011675E+06      0.1356881151636894E+03      0.2060549830441056E+04      0.8562865205025499E+03      0.1123315921036390E-04      0.7082976067826913E-05      0.1806261556293484E+05      0.1453562199325387E+00      0.1318452763012214E+01      0.4957164942254187E-03      0.5564999747300000E+03      0.3837454310554969E+06      0.4025330586407406E+06
      0.8086524977479030E+01      0.1517268620396282E+06      0.1355142494017996E+03      0.2060987099754698E+04      0.8550919384743177E+03      0.1123379229892085E-04      0.6879312735548969E-05      0.1801525414589611E+05      0.1503521467561720E+00      0.1279531310657227E+01      0.4956802781753807E-03      0.5564999747300000E+03      0.3836791835729924E+06      0.4024421086195590E+06
      0.8348467624917225E+01      0.1564289706329669E+06      0.1353348043588906E+03      0.2061440477332124E+04      0.8538949442247924E+03      0.1123446802849744E-04      0.6682114408932804E-05      0.1796643749236564E+05      0.1555288947993412E+00      0.1241831580969836E+01      0.4956428825683145E-03      0.5564999747300000E+03      0.3836107939016246E+06      0.4023482410189952E+06
      0.8618895245905618E+01      0.1612696167894996E+06      0.1351496028952631E+03      0.2061910626656427E+04      0.8526954587141583E+03      0.1123518923140727E-04      0.6491181084585835E-05      0.1791612363271093E+05      0.1608935763262436E+00      0.1205315244795143E+01      0.4956042685066564E-03      0.5564999747300000E+03      0.3835401929643968E+06      0.4022513632696758E+06
      0.8898082689831472E+01      0.1662524039657913E+06      0.1349584623857031E+03      0.2062398243500784E+04      0.8514934002954872E+03      0.1123595892671618E-04      0.6306319156875607E-05      0.1786426957639947E+05      0.1664536168562966E+00      0.1169945174901253E+01      0.4955643957614234E-03      0.5564999747300000E+03      0.3834673094741481E+06      0.4021513799375279E+06
      0.9186313709137007E+01      0.1713809964165763E+06      0.1347611945605690E+03      0.2062904057846437E+04      0.8502886846284257E+03      0.1123678033250591E-04      0.6127341223452839E-05      0.1781083130115194E+05      0.1722167707614527E+00      0.1135685408194806E+01      0.4955232227218413E-03      0.5564999747300000E+03      0.3833920698644278E+06      0.4020481926404349E+06
      0.9483881247711443E+01      0.1766591177103366E+06      0.1345576053432430E+03      0.2063428835938401E+04      0.8490812245900844E+03      0.1123765687894152E-04      0.5954065897264098E-05      0.1775576374320951E+05      0.1781911377230192E+00      0.1102501109116811E+01      0.4954807063426184E-03      0.5564999747300000E+03      0.3833143982183588E+06      0.4019416999628809E+06
      0.9791087738624853E+01      0.1820905489922763E+06      0.1343474946839615E+03      0.2063973382490466E+04      0.8478709301830413E+03      0.1123859222219564E-04      0.5786317624879051E-05      0.1769902078884910E+05      0.1843851800981822E+00      0.1070358534181406E+01      0.4954368020887215E-03      0.5564999747300000E+03      0.3832342161954429E+06      0.4018317973685691E+06
      0.1010824541150631E+02      0.1876791269753393E+06      0.1341306563900541E+03      0.2064538543052184E+04      0.8466577084403852E+03      0.1123959025928573E-04      0.5623926510965501E-05      0.1764055526729054E+05      0.1908077412493670E+00      0.1039224997621375E+01      0.4953914638774904E-03      0.5564999747300000E+03      0.3831514429562680E+06      0.4017183771110029E+06
      0.1043567660987879E+02      0.1934287416387892E+06      0.1339068779526334E+03      0.2065125206551716E+04      0.8454414633277125E+03      0.1124065514388436E-04      0.5466728148753155E-05      0.1758031894515147E+05      0.1974680648926639E+00      0.1009068838105336E+01      0.4953446440179256E-03      0.5564999747300000E+03      0.3830659950850702E+06      0.4016013281420262E+06
